combined_shot_type,period,shot_distance,shot_made_flag,opponent,shot_type,game_date
Jump Shot,1,12,1,MIN,2PT Field Goal,1/30/09
Jump Shot,1,19,0,MIN,2PT Field Goal,1/30/09
Layup,2,0,1,MIN,2PT Field Goal,1/30/09
Jump Shot,2,25,0,MIN,3PT Field Goal,1/30/09
Jump Shot,2,12,0,MIN,2PT Field Goal,1/30/09
Jump Shot,3,19,1,MIN,2PT Field Goal,1/30/09
Jump Shot,3,13,0,MIN,2PT Field Goal,1/30/09
Jump Shot,3,24,1,MIN,3PT Field Goal,1/30/09
Jump Shot,3,26,0,MIN,3PT Field Goal,1/30/09
Layup,3,0,1,MIN,2PT Field Goal,1/30/09
Jump Shot,3,15,1,MIN,2PT Field Goal,1/30/09
Jump Shot,4,22,1,MIN,2PT Field Goal,1/30/09
Jump Shot,4,16,1,MIN,2PT Field Goal,1/30/09
Jump Shot,1,11,0,MEM,2PT Field Goal,1/31/09
Layup,1,0,0,MEM,2PT Field Goal,1/31/09
Jump Shot,1,15,0,MEM,2PT Field Goal,1/31/09
Dunk,2,0,1,MEM,2PT Field Goal,1/31/09
Layup,2,0,0,MEM,2PT Field Goal,1/31/09
Layup,2,0,0,MEM,2PT Field Goal,1/31/09
Layup,2,0,1,MEM,2PT Field Goal,1/31/09
Layup,3,0,1,MEM,2PT Field Goal,1/31/09
Layup,3,0,1,MEM,2PT Field Goal,1/31/09
Layup,3,0,0,MEM,2PT Field Goal,1/31/09
Jump Shot,3,16,0,MEM,2PT Field Goal,1/31/09
Jump Shot,3,13,1,MEM,2PT Field Goal,1/31/09
Jump Shot,3,10,1,MEM,2PT Field Goal,1/31/09
Jump Shot,4,25,0,MEM,3PT Field Goal,1/31/09
Jump Shot,4,7,1,MEM,2PT Field Goal,1/31/09
Jump Shot,4,5,1,MEM,2PT Field Goal,1/31/09
Jump Shot,1,20,1,NYK,2PT Field Goal,2/2/09
Jump Shot,1,24,1,NYK,3PT Field Goal,2/2/09
Jump Shot,1,20,1,NYK,2PT Field Goal,2/2/09
Jump Shot,1,19,0,NYK,2PT Field Goal,2/2/09
Jump Shot,1,25,0,NYK,3PT Field Goal,2/2/09
Layup,1,0,1,NYK,2PT Field Goal,2/2/09
Jump Shot,1,15,1,NYK,2PT Field Goal,2/2/09
Jump Shot,1,15,0,NYK,2PT Field Goal,2/2/09
Jump Shot,1,24,1,NYK,3PT Field Goal,2/2/09
Layup,1,0,0,NYK,2PT Field Goal,2/2/09
Jump Shot,2,23,1,NYK,3PT Field Goal,2/2/09
Jump Shot,2,19,1,NYK,2PT Field Goal,2/2/09
Jump Shot,2,19,1,NYK,2PT Field Goal,2/2/09
Dunk,2,0,1,NYK,2PT Field Goal,2/2/09
Jump Shot,2,5,1,NYK,2PT Field Goal,2/2/09
Jump Shot,2,24,0,NYK,3PT Field Goal,2/2/09
Dunk,2,0,1,NYK,2PT Field Goal,2/2/09
Jump Shot,2,18,0,NYK,2PT Field Goal,2/2/09
Layup,2,0,1,NYK,2PT Field Goal,2/2/09
Jump Shot,2,9,0,NYK,2PT Field Goal,2/2/09
Jump Shot,3,24,0,NYK,3PT Field Goal,2/2/09
Jump Shot,3,8,1,NYK,2PT Field Goal,2/2/09
Jump Shot,3,10,1,NYK,2PT Field Goal,2/2/09
Jump Shot,3,5,1,NYK,2PT Field Goal,2/2/09
Jump Shot,3,19,0,NYK,2PT Field Goal,2/2/09
Jump Shot,4,14,1,NYK,2PT Field Goal,2/2/09
Jump Shot,4,16,0,NYK,2PT Field Goal,2/2/09
Jump Shot,4,12,0,NYK,2PT Field Goal,2/2/09
Jump Shot,4,12,1,NYK,2PT Field Goal,2/2/09
Jump Shot,1,14,0,TOR,2PT Field Goal,2/4/09
Jump Shot,1,13,1,TOR,2PT Field Goal,2/4/09
Jump Shot,1,15,0,TOR,2PT Field Goal,2/4/09
Jump Shot,1,24,1,TOR,3PT Field Goal,2/4/09
Jump Shot,1,24,1,TOR,3PT Field Goal,2/4/09
Jump Shot,1,25,1,TOR,3PT Field Goal,2/4/09
Layup,1,0,1,TOR,2PT Field Goal,2/4/09
Jump Shot,2,9,0,TOR,2PT Field Goal,2/4/09
Jump Shot,2,23,0,TOR,2PT Field Goal,2/4/09
Jump Shot,2,16,0,TOR,2PT Field Goal,2/4/09
Jump Shot,2,24,0,TOR,3PT Field Goal,2/4/09
Jump Shot,3,24,0,TOR,3PT Field Goal,2/4/09
Jump Shot,3,23,1,TOR,3PT Field Goal,2/4/09
Jump Shot,3,21,1,TOR,2PT Field Goal,2/4/09
Jump Shot,3,22,1,TOR,2PT Field Goal,2/4/09
Jump Shot,4,22,1,TOR,2PT Field Goal,2/4/09
Jump Shot,4,21,1,TOR,2PT Field Goal,2/4/09
Jump Shot,4,25,0,TOR,3PT Field Goal,2/4/09
Jump Shot,4,21,1,TOR,2PT Field Goal,2/4/09
Jump Shot,4,17,0,TOR,2PT Field Goal,2/4/09
Jump Shot,4,16,0,TOR,2PT Field Goal,2/4/09
Jump Shot,4,16,1,TOR,2PT Field Goal,2/4/09
Jump Shot,1,16,0,BOS,2PT Field Goal,2/5/09
Jump Shot,1,9,1,BOS,2PT Field Goal,2/5/09
Layup,1,0,1,BOS,2PT Field Goal,2/5/09
Jump Shot,1,10,0,BOS,2PT Field Goal,2/5/09
Jump Shot,1,19,0,BOS,2PT Field Goal,2/5/09
Jump Shot,1,12,1,BOS,2PT Field Goal,2/5/09
Jump Shot,2,16,0,BOS,2PT Field Goal,2/5/09
Jump Shot,2,24,1,BOS,3PT Field Goal,2/5/09
Layup,2,0,0,BOS,2PT Field Goal,2/5/09
Jump Shot,2,18,0,BOS,2PT Field Goal,2/5/09
Jump Shot,3,24,0,BOS,3PT Field Goal,2/5/09
Jump Shot,3,14,0,BOS,2PT Field Goal,2/5/09
Bank Shot,3,7,1,BOS,2PT Field Goal,2/5/09
Jump Shot,3,20,0,BOS,2PT Field Goal,2/5/09
Jump Shot,4,15,0,BOS,2PT Field Goal,2/5/09
Jump Shot,4,25,1,BOS,3PT Field Goal,2/5/09
Jump Shot,4,25,1,BOS,3PT Field Goal,2/5/09
Jump Shot,4,22,0,BOS,2PT Field Goal,2/5/09
Jump Shot,5,25,0,BOS,3PT Field Goal,2/5/09
Jump Shot,5,25,0,BOS,3PT Field Goal,2/5/09
Jump Shot,5,20,0,BOS,2PT Field Goal,2/5/09
Jump Shot,1,18,0,CLE,2PT Field Goal,2/8/09
Jump Shot,1,6,1,CLE,2PT Field Goal,2/8/09
Jump Shot,1,8,1,CLE,2PT Field Goal,2/8/09
Jump Shot,1,15,0,CLE,2PT Field Goal,2/8/09
Jump Shot,1,10,0,CLE,2PT Field Goal,2/8/09
Jump Shot,1,17,1,CLE,2PT Field Goal,2/8/09
Jump Shot,2,16,0,CLE,2PT Field Goal,2/8/09
Jump Shot,2,21,0,CLE,2PT Field Goal,2/8/09
Jump Shot,3,20,1,CLE,2PT Field Goal,2/8/09
Jump Shot,3,11,1,CLE,2PT Field Goal,2/8/09
Jump Shot,3,10,0,CLE,2PT Field Goal,2/8/09
Jump Shot,3,27,0,CLE,3PT Field Goal,2/8/09
Jump Shot,4,16,0,CLE,2PT Field Goal,2/8/09
Jump Shot,4,30,0,CLE,3PT Field Goal,2/8/09
Jump Shot,1,8,0,OKC,2PT Field Goal,2/10/09
Jump Shot,1,16,0,OKC,2PT Field Goal,2/10/09
Jump Shot,1,13,0,OKC,2PT Field Goal,2/10/09
Layup,1,0,1,OKC,2PT Field Goal,2/10/09
Jump Shot,1,9,0,OKC,2PT Field Goal,2/10/09
Layup,1,0,1,OKC,2PT Field Goal,2/10/09
Layup,1,0,1,OKC,2PT Field Goal,2/10/09
Jump Shot,1,8,1,OKC,2PT Field Goal,2/10/09
Dunk,1,0,1,OKC,2PT Field Goal,2/10/09
Layup,2,0,1,OKC,2PT Field Goal,2/10/09
Bank Shot,2,7,0,OKC,2PT Field Goal,2/10/09
Layup,2,0,1,OKC,2PT Field Goal,2/10/09
Bank Shot,2,11,0,OKC,2PT Field Goal,2/10/09
Dunk,2,0,1,OKC,2PT Field Goal,2/10/09
Jump Shot,3,25,0,OKC,3PT Field Goal,2/10/09
Jump Shot,3,15,1,OKC,2PT Field Goal,2/10/09
Bank Shot,3,10,1,OKC,2PT Field Goal,2/10/09
Jump Shot,3,12,0,OKC,2PT Field Goal,2/10/09
Jump Shot,4,25,0,OKC,3PT Field Goal,2/10/09
Jump Shot,4,22,1,OKC,2PT Field Goal,2/10/09
Layup,4,0,1,OKC,2PT Field Goal,2/10/09
Jump Shot,4,24,0,OKC,3PT Field Goal,2/10/09
Jump Shot,4,16,0,OKC,2PT Field Goal,2/10/09
Layup,1,0,1,UTA,2PT Field Goal,2/11/09
Layup,1,0,1,UTA,2PT Field Goal,2/11/09
Jump Shot,1,8,1,UTA,2PT Field Goal,2/11/09
Layup,1,0,0,UTA,2PT Field Goal,2/11/09
Jump Shot,1,7,1,UTA,2PT Field Goal,2/11/09
Jump Shot,1,14,1,UTA,2PT Field Goal,2/11/09
Jump Shot,1,24,0,UTA,3PT Field Goal,2/11/09
Jump Shot,1,6,1,UTA,2PT Field Goal,2/11/09
Jump Shot,2,8,0,UTA,2PT Field Goal,2/11/09
Layup,2,0,1,UTA,2PT Field Goal,2/11/09
Jump Shot,2,16,1,UTA,2PT Field Goal,2/11/09
Jump Shot,2,6,0,UTA,2PT Field Goal,2/11/09
Jump Shot,3,15,0,UTA,2PT Field Goal,2/11/09
Jump Shot,3,22,0,UTA,2PT Field Goal,2/11/09
Jump Shot,3,11,0,UTA,2PT Field Goal,2/11/09
Jump Shot,3,19,0,UTA,2PT Field Goal,2/11/09
Jump Shot,3,10,0,UTA,2PT Field Goal,2/11/09
Jump Shot,3,5,1,UTA,2PT Field Goal,2/11/09
Layup,3,0,1,UTA,2PT Field Goal,2/11/09
Jump Shot,3,25,0,UTA,3PT Field Goal,2/11/09
Jump Shot,3,17,1,UTA,2PT Field Goal,2/11/09
Jump Shot,4,19,0,UTA,2PT Field Goal,2/11/09
Jump Shot,4,24,0,UTA,3PT Field Goal,2/11/09
Jump Shot,4,24,1,UTA,3PT Field Goal,2/11/09
Jump Shot,4,22,0,UTA,3PT Field Goal,2/11/09
Jump Shot,4,25,0,UTA,3PT Field Goal,2/11/09
Jump Shot,4,27,0,UTA,3PT Field Goal,2/11/09
Jump Shot,1,17,0,ATL,2PT Field Goal,2/17/09
Jump Shot,1,10,0,ATL,2PT Field Goal,2/17/09
Jump Shot,1,18,0,ATL,2PT Field Goal,2/17/09
Jump Shot,1,7,1,ATL,2PT Field Goal,2/17/09
Jump Shot,1,23,0,ATL,2PT Field Goal,2/17/09
Jump Shot,2,19,1,ATL,2PT Field Goal,2/17/09
Jump Shot,3,26,1,ATL,3PT Field Goal,2/17/09
Jump Shot,3,26,0,ATL,3PT Field Goal,2/17/09
Jump Shot,3,21,0,ATL,2PT Field Goal,2/17/09
Jump Shot,3,25,1,ATL,3PT Field Goal,2/17/09
Layup,1,0,1,GSW,2PT Field Goal,2/18/09
Jump Shot,1,19,0,GSW,2PT Field Goal,2/18/09
Layup,1,2,0,GSW,2PT Field Goal,2/18/09
Dunk,1,1,1,GSW,2PT Field Goal,2/18/09
Jump Shot,2,14,1,GSW,2PT Field Goal,2/18/09
Jump Shot,2,10,0,GSW,2PT Field Goal,2/18/09
Jump Shot,2,3,0,GSW,2PT Field Goal,2/18/09
Jump Shot,2,18,0,GSW,2PT Field Goal,2/18/09
Jump Shot,3,10,1,GSW,2PT Field Goal,2/18/09
Jump Shot,3,14,0,GSW,2PT Field Goal,2/18/09
Jump Shot,3,26,0,GSW,3PT Field Goal,2/18/09
Jump Shot,3,11,0,GSW,2PT Field Goal,2/18/09
Jump Shot,4,27,1,GSW,3PT Field Goal,2/18/09
Jump Shot,4,15,0,GSW,2PT Field Goal,2/18/09
Jump Shot,4,14,0,GSW,2PT Field Goal,2/18/09
Layup,4,2,0,GSW,2PT Field Goal,2/18/09
Jump Shot,4,11,1,GSW,2PT Field Goal,2/18/09
Jump Shot,1,5,1,NOH,2PT Field Goal,2/20/09
Jump Shot,1,15,0,NOH,2PT Field Goal,2/20/09
Layup,1,0,1,NOH,2PT Field Goal,2/20/09
Jump Shot,1,13,0,NOH,2PT Field Goal,2/20/09
Jump Shot,1,14,0,NOH,2PT Field Goal,2/20/09
Jump Shot,2,16,0,NOH,2PT Field Goal,2/20/09
Layup,2,0,0,NOH,2PT Field Goal,2/20/09
Jump Shot,2,25,1,NOH,3PT Field Goal,2/20/09
Dunk,2,0,1,NOH,2PT Field Goal,2/20/09
Jump Shot,2,6,0,NOH,2PT Field Goal,2/20/09
Jump Shot,3,6,1,NOH,2PT Field Goal,2/20/09
Jump Shot,3,10,0,NOH,2PT Field Goal,2/20/09
Jump Shot,3,13,0,NOH,2PT Field Goal,2/20/09
Layup,3,0,1,NOH,2PT Field Goal,2/20/09
Layup,3,0,1,NOH,2PT Field Goal,2/20/09
Dunk,3,0,1,NOH,2PT Field Goal,2/20/09
Jump Shot,4,19,0,NOH,2PT Field Goal,2/20/09
Jump Shot,4,20,0,NOH,2PT Field Goal,2/20/09
Jump Shot,5,12,1,NOH,2PT Field Goal,2/20/09
Jump Shot,5,16,0,NOH,2PT Field Goal,2/20/09
Layup,5,0,1,NOH,2PT Field Goal,2/20/09
Jump Shot,1,10,1,MIN,2PT Field Goal,2/22/09
Bank Shot,1,11,1,MIN,2PT Field Goal,2/22/09
Jump Shot,1,5,0,MIN,2PT Field Goal,2/22/09
Dunk,1,0,1,MIN,2PT Field Goal,2/22/09
Jump Shot,2,8,1,MIN,2PT Field Goal,2/22/09
Dunk,3,0,1,MIN,2PT Field Goal,2/22/09
Layup,3,0,1,MIN,2PT Field Goal,2/22/09
Layup,3,0,0,MIN,2PT Field Goal,2/22/09
Jump Shot,3,18,0,MIN,2PT Field Goal,2/22/09
Jump Shot,3,15,0,MIN,2PT Field Goal,2/22/09
Jump Shot,3,20,1,MIN,2PT Field Goal,2/22/09
Jump Shot,4,8,0,MIN,2PT Field Goal,2/22/09
Layup,4,0,1,MIN,2PT Field Goal,2/22/09
Jump Shot,4,13,1,MIN,2PT Field Goal,2/22/09
Layup,4,0,0,MIN,2PT Field Goal,2/22/09
Jump Shot,4,25,0,MIN,3PT Field Goal,2/22/09
Jump Shot,1,13,1,OKC,2PT Field Goal,2/24/09
Jump Shot,1,17,0,OKC,2PT Field Goal,2/24/09
Jump Shot,1,12,0,OKC,2PT Field Goal,2/24/09
Jump Shot,1,25,0,OKC,3PT Field Goal,2/24/09
Jump Shot,2,16,1,OKC,2PT Field Goal,2/24/09
Jump Shot,2,26,0,OKC,3PT Field Goal,2/24/09
Jump Shot,3,15,1,OKC,2PT Field Goal,2/24/09
Jump Shot,3,12,1,OKC,2PT Field Goal,2/24/09
Jump Shot,4,16,1,OKC,2PT Field Goal,2/24/09
Jump Shot,4,14,1,OKC,2PT Field Goal,2/24/09
Layup,4,1,1,OKC,2PT Field Goal,2/24/09
Jump Shot,4,17,1,OKC,2PT Field Goal,2/24/09
Layup,4,0,1,OKC,2PT Field Goal,2/24/09
Jump Shot,1,12,1,PHX,2PT Field Goal,2/26/09
Jump Shot,1,23,1,PHX,2PT Field Goal,2/26/09
Jump Shot,1,21,1,PHX,2PT Field Goal,2/26/09
Layup,1,0,1,PHX,2PT Field Goal,2/26/09
Jump Shot,2,20,0,PHX,2PT Field Goal,2/26/09
Jump Shot,3,26,0,PHX,3PT Field Goal,2/26/09
Layup,3,0,0,PHX,2PT Field Goal,2/26/09
Bank Shot,3,15,1,PHX,2PT Field Goal,2/26/09
Dunk,3,0,1,PHX,2PT Field Goal,2/26/09
Jump Shot,3,18,1,PHX,2PT Field Goal,2/26/09
Jump Shot,3,23,1,PHX,3PT Field Goal,2/26/09
Jump Shot,1,17,0,DEN,2PT Field Goal,2/27/09
Jump Shot,1,10,1,DEN,2PT Field Goal,2/27/09
Jump Shot,1,25,0,DEN,3PT Field Goal,2/27/09
Jump Shot,1,23,0,DEN,2PT Field Goal,2/27/09
Jump Shot,1,16,0,DEN,2PT Field Goal,2/27/09
Jump Shot,1,17,1,DEN,2PT Field Goal,2/27/09
Jump Shot,2,16,1,DEN,2PT Field Goal,2/27/09
Jump Shot,2,19,1,DEN,2PT Field Goal,2/27/09
Jump Shot,2,17,1,DEN,2PT Field Goal,2/27/09
Jump Shot,2,22,1,DEN,2PT Field Goal,2/27/09
Jump Shot,2,24,0,DEN,3PT Field Goal,2/27/09
Jump Shot,2,18,0,DEN,2PT Field Goal,2/27/09
Jump Shot,2,9,0,DEN,2PT Field Goal,2/27/09
Jump Shot,3,25,0,DEN,3PT Field Goal,2/27/09
Jump Shot,3,9,1,DEN,2PT Field Goal,2/27/09
Jump Shot,3,15,0,DEN,2PT Field Goal,2/27/09
Jump Shot,3,19,0,DEN,2PT Field Goal,2/27/09
Layup,3,0,1,DEN,2PT Field Goal,2/27/09
Layup,3,0,0,DEN,2PT Field Goal,2/27/09
Jump Shot,4,19,0,DEN,2PT Field Goal,2/27/09
Jump Shot,4,19,1,DEN,2PT Field Goal,2/27/09
Jump Shot,4,25,0,DEN,3PT Field Goal,2/27/09
Jump Shot,4,5,0,DEN,2PT Field Goal,2/27/09
Jump Shot,4,25,0,DEN,3PT Field Goal,2/27/09
Bank Shot,4,9,0,DEN,2PT Field Goal,2/27/09
Jump Shot,4,26,0,DEN,3PT Field Goal,2/27/09
Jump Shot,4,13,0,DEN,2PT Field Goal,2/27/09
Jump Shot,1,22,1,PHX,2PT Field Goal,3/1/09
Jump Shot,1,22,0,PHX,2PT Field Goal,3/1/09
Jump Shot,1,20,1,PHX,2PT Field Goal,3/1/09
Jump Shot,1,22,0,PHX,2PT Field Goal,3/1/09
Jump Shot,1,10,0,PHX,2PT Field Goal,3/1/09
Jump Shot,1,21,1,PHX,2PT Field Goal,3/1/09
Jump Shot,1,13,0,PHX,2PT Field Goal,3/1/09
Jump Shot,2,19,1,PHX,2PT Field Goal,3/1/09
Jump Shot,2,20,0,PHX,2PT Field Goal,3/1/09
Jump Shot,2,21,0,PHX,2PT Field Goal,3/1/09
Layup,2,0,1,PHX,2PT Field Goal,3/1/09
Jump Shot,2,19,0,PHX,2PT Field Goal,3/1/09
Layup,2,0,1,PHX,2PT Field Goal,3/1/09
Jump Shot,2,3,1,PHX,2PT Field Goal,3/1/09
Jump Shot,3,8,1,PHX,2PT Field Goal,3/1/09
Bank Shot,3,8,1,PHX,2PT Field Goal,3/1/09
Jump Shot,3,26,1,PHX,3PT Field Goal,3/1/09
Layup,3,0,1,PHX,2PT Field Goal,3/1/09
Layup,3,0,1,PHX,2PT Field Goal,3/1/09
Jump Shot,3,25,1,PHX,3PT Field Goal,3/1/09
Jump Shot,3,25,0,PHX,3PT Field Goal,3/1/09
Jump Shot,3,20,0,PHX,2PT Field Goal,3/1/09
Jump Shot,3,10,0,PHX,2PT Field Goal,3/1/09
Jump Shot,3,7,0,PHX,2PT Field Goal,3/1/09
Jump Shot,4,25,1,PHX,3PT Field Goal,3/1/09
Jump Shot,4,26,0,PHX,3PT Field Goal,3/1/09
Dunk,4,0,1,PHX,2PT Field Goal,3/1/09
Jump Shot,4,24,0,PHX,3PT Field Goal,3/1/09
Jump Shot,4,9,0,PHX,2PT Field Goal,3/1/09
Dunk,4,0,1,PHX,2PT Field Goal,3/1/09
Jump Shot,4,10,0,PHX,2PT Field Goal,3/1/09
Jump Shot,4,25,0,PHX,3PT Field Goal,3/1/09
Layup,1,0,1,MEM,2PT Field Goal,3/3/09
Jump Shot,1,11,1,MEM,2PT Field Goal,3/3/09
Jump Shot,1,25,1,MEM,3PT Field Goal,3/3/09
Jump Shot,2,13,0,MEM,2PT Field Goal,3/3/09
Jump Shot,2,24,0,MEM,3PT Field Goal,3/3/09
Jump Shot,2,27,0,MEM,3PT Field Goal,3/3/09
Layup,2,0,0,MEM,2PT Field Goal,3/3/09
Jump Shot,2,9,1,MEM,2PT Field Goal,3/3/09
Jump Shot,2,9,1,MEM,2PT Field Goal,3/3/09
Jump Shot,2,22,0,MEM,2PT Field Goal,3/3/09
Jump Shot,2,17,0,MEM,2PT Field Goal,3/3/09
Jump Shot,2,28,0,MEM,3PT Field Goal,3/3/09
Jump Shot,3,17,1,MEM,2PT Field Goal,3/3/09
Jump Shot,3,17,1,MEM,2PT Field Goal,3/3/09
Dunk,3,0,1,MEM,2PT Field Goal,3/3/09
Jump Shot,3,19,0,MEM,2PT Field Goal,3/3/09
Jump Shot,3,17,0,MEM,2PT Field Goal,3/3/09
Hook Shot,3,9,1,MEM,2PT Field Goal,3/3/09
Jump Shot,3,17,0,MEM,2PT Field Goal,3/3/09
Jump Shot,3,25,0,MEM,3PT Field Goal,3/3/09
Jump Shot,3,20,1,MEM,2PT Field Goal,3/3/09
Jump Shot,1,20,1,MIN,2PT Field Goal,3/6/09
Jump Shot,1,26,0,MIN,3PT Field Goal,3/6/09
Jump Shot,1,16,0,MIN,2PT Field Goal,3/6/09
Jump Shot,2,26,0,MIN,3PT Field Goal,3/6/09
Jump Shot,2,12,1,MIN,2PT Field Goal,3/6/09
Bank Shot,2,13,1,MIN,2PT Field Goal,3/6/09
Jump Shot,2,21,1,MIN,2PT Field Goal,3/6/09
Jump Shot,2,26,0,MIN,3PT Field Goal,3/6/09
Jump Shot,3,15,0,MIN,2PT Field Goal,3/6/09
Jump Shot,3,11,1,MIN,2PT Field Goal,3/6/09
Jump Shot,3,25,0,MIN,3PT Field Goal,3/6/09
Layup,1,0,1,POR,2PT Field Goal,3/9/09
Jump Shot,1,18,1,POR,2PT Field Goal,3/9/09
Jump Shot,1,10,0,POR,2PT Field Goal,3/9/09
Layup,1,0,1,POR,2PT Field Goal,3/9/09
Jump Shot,1,19,0,POR,2PT Field Goal,3/9/09
Jump Shot,1,20,0,POR,2PT Field Goal,3/9/09
Jump Shot,1,8,0,POR,2PT Field Goal,3/9/09
Jump Shot,1,24,0,POR,3PT Field Goal,3/9/09
Jump Shot,2,16,1,POR,2PT Field Goal,3/9/09
Jump Shot,2,24,0,POR,3PT Field Goal,3/9/09
Jump Shot,2,7,1,POR,2PT Field Goal,3/9/09
Jump Shot,2,8,0,POR,2PT Field Goal,3/9/09
Jump Shot,2,5,0,POR,2PT Field Goal,3/9/09
Jump Shot,3,16,1,POR,2PT Field Goal,3/9/09
Jump Shot,3,12,0,POR,2PT Field Goal,3/9/09
Layup,3,0,0,POR,2PT Field Goal,3/9/09
Jump Shot,3,20,1,POR,2PT Field Goal,3/9/09
Jump Shot,3,27,0,POR,3PT Field Goal,3/9/09
Layup,3,0,0,POR,2PT Field Goal,3/9/09
Jump Shot,4,23,1,POR,2PT Field Goal,3/9/09
Jump Shot,4,25,1,POR,3PT Field Goal,3/9/09
Jump Shot,4,26,0,POR,3PT Field Goal,3/9/09
Jump Shot,4,26,1,POR,3PT Field Goal,3/9/09
Jump Shot,4,24,0,POR,3PT Field Goal,3/9/09
Jump Shot,4,23,0,POR,3PT Field Goal,3/9/09
Jump Shot,4,25,0,POR,3PT Field Goal,3/9/09
Jump Shot,1,19,1,HOU,2PT Field Goal,3/11/09
Jump Shot,1,12,0,HOU,2PT Field Goal,3/11/09
Jump Shot,1,9,0,HOU,3PT Field Goal,3/11/09
